LINEUPS,PPM,PFPM,TOVPM,BLKPM,STLPM,ASTPM,REBPM,DRBPM,ORBPM,FGPM,FGAPM,PM3P,PM3PA,PFDPM,plus_minusPM,FT%
".A. Aminu, .M. Leonard, .A. Crabbe, .C. McCollum, .S. Napier",2.22222222222222,0.345679012345679,0.259259259259259,0.0987654320987654,0.148148148148148,0.432098765432099,0.728395061728395,0.62962962962963,0.0987654320987654,0.839506172839506,1.61728395061728,0.271604938271605,0.592592592592593,0.345679012345679,0.0987654320987654,0.88
".A. Bogut, .D. Williams, .W. Matthews, .H. Barnes, .D. Finney-Smith",2.15942028985507,0.420289855072464,0.289855072463768,0.0869565217391304,0.101449275362319,0.579710144927536,0.956521739130435,0.739130434782609,0.217391304347826,0.826086956521739,1.68115942028985,0.347826086956522,0.797101449275362,0.289855072463768,0.318840579710145,0.846153846153846
".A. Bogut, .D. Williams, .W. Matthews, .H. Barnes, .S. Curry",1.74545454545455,0.472727272727273,0.218181818181818,0.0545454545454545,0.163636363636364,0.327272727272727,0.763636363636364,0.654545454545455,0.109090909090909,0.727272727272727,1.8,0.236363636363636,0.672727272727273,0.381818181818182,0,1
".A. Bogut, .J. Barea, .W. Matthews, .H. Barnes, .D. Finney-Smith",1.80392156862745,0.333333333333333,0.176470588235294,0.0392156862745098,0.215686274509804,0.333333333333333,0.745098039215686,0.568627450980392,0.176470588235294,0.725490196078431,1.62745098039216,0.156862745098039,0.588235294117647,0.431372549019608,0.254901960784314,0.909090909090909
".A. Bogut, .K. Durant, .S. Curry, .K. Thompson, .D. Green",2.50602409638554,0.457831325301205,0.27710843373494,0.132530120481928,0.108433734939759,0.746987951807229,0.891566265060241,0.807228915662651,0.0843373493975904,0.951807228915663,1.7710843373494,0.325301204819277,0.626506024096386,0.289156626506024,0.265060240963855,0.92
".A. Bradley, .I. Smith, .T. Harris, .A. Drummond, .R. Bullock",2.13636363636364,0.344155844155844,0.246753246753247,0.116883116883117,0.168831168831169,0.545454545454545,0.863636363636364,0.623376623376623,0.24025974025974,0.863636363636364,1.95454545454545,0.188311688311688,0.538961038961039,0.285714285714286,-0.285714285714286,0.723404255319149
".A. Bradley, .T. Harris, .R. Jackson, .A. Drummond, .R. Bullock",2.08163265306122,0.316326530612245,0.377551020408163,0.0714285714285714,0.122448979591837,0.36734693877551,0.969387755102041,0.642857142857143,0.326530612244898,0.73469387755102,1.79591836734694,0.224489795918367,0.581632653061224,0.5,-0.153061224489796,0.730769230769231
".A. Bradley, .T. Harris, .R. Jackson, .A. Drummond, .S. Johnson",2.14357682619647,0.360201511335013,0.312342569269521,0.0453400503778338,0.16624685138539,0.488664987405542,0.81360201511335,0.612090680100756,0.201511335012594,0.801007556675063,1.72544080604534,0.236775818639798,0.581863979848867,0.357682619647355,-0.163727959697733,0.765822784810127
".A. Burks, .J. Clarkson, .L. Nance Jr., .C. Osman, .C. Sexton",2.70967741935484,0.32258064516129,0.258064516129032,0.0806451612903226,0.112903225806452,0.629032258064516,0.870967741935484,0.693548387096774,0.17741935483871,1.01612903225806,1.7741935483871,0.193548387096774,0.467741935483871,0.467741935483871,-0.0806451612903226,0.75
".A. Burks, .R. Hood, .C. Osman, .A. Zizic, .C. Sexton",1.97345132743363,0.380530973451327,0.274336283185841,0.0353982300884956,0.132743362831858,0.442477876106195,0.911504424778761,0.716814159292035,0.194690265486726,0.743362831858407,1.87610619469027,0.212389380530973,0.557522123893805,0.442477876106195,-0.238938053097345,0.720930232558139
".A. Crabbe, .J. Harris, .D. Russell, .J. Allen, .R. Kurucs",2.2258064516129,0.516129032258065,0.338709677419355,0.0967741935483871,0.225806451612903,0.596774193548387,0.838709677419355,0.693548387096774,0.145161290322581,0.870967741935484,1.88709677419355,0.354838709677419,0.967741935483871,0.354838709677419,-0.209677419354839,0.470588235294118
".A. Crabbe, .J. Harris, .D. Russell, .R. Hollis-Jefferson, .J. Allen",2.32967032967033,0.340659340659341,0.406593406593407,0.0549450549450549,0.230769230769231,0.549450549450549,1.03296703296703,0.769230769230769,0.263736263736264,0.879120879120879,1.93406593406593,0.296703296703297,0.747252747252747,0.43956043956044,0.153846153846154,0.735294117647059
".A. Crabbe, .S. Dinwiddie, .D. Russell, .R. Hollis-Jefferson, .J. Allen",2.19230769230769,0.326923076923077,0.307692307692308,0.0384615384615385,0.115384615384615,0.519230769230769,0.865384615384615,0.730769230769231,0.134615384615385,0.865384615384615,1.82692307692308,0.288461538461538,0.788461538461538,0.269230769230769,0.0384615384615385,0.692307692307692
".A. Davis, .E. Payton, .J. Randle, .F. Jackson, .K. Williams",2.20833333333333,0.361111111111111,0.416666666666667,0.111111111111111,0.166666666666667,0.666666666666667,0.958333333333333,0.708333333333333,0.25,0.888888888888889,1.91666666666667,0.208333333333333,0.625,0.375,-0.291666666666667,0.761904761904762
