"","LINEUPS","PPM","PFPM","TOVPM","BLKPM","STLPM","ASTPM","REBPM","DRBPM","ORBPM","FGPM","FGAPM","PM3P","PM3PA","PFDPM","plus_minusPM","FT%"
"11",".A. Aminu, .D. Lillard, .M. Harkless, .C. McCollum, .J. Nurkic",2.41255961844197,0.41335453100159,0.255961844197138,0.135135135135135,0.170111287758347,0.501589825119237,0.975357710651828,0.743243243243243,0.232114467408585,0.902225755166932,1.88473767885533,0.21939586645469,0.600158982511924,0.395866454689984,0.16852146263911,0.830220713073005
"12",".A. Aminu, .D. Lillard, .M. Harkless, .C. McCollum, .M. Plumlee",2.31376146788991,0.372477064220184,0.293577981651376,0.130275229357798,0.188990825688073,0.543119266055046,0.932110091743119,0.726605504587156,0.205504587155963,0.880733944954128,1.79449541284404,0.271559633027523,0.647706422018349,0.363302752293578,0.211009174311927,0.739130434782609
"13",".A. Aminu, .D. Lillard, .M. Harkless, .J. Nurkic, .J. Layman",2.44827586206897,0.344827586206897,0.241379310344828,0.0689655172413793,0.120689655172414,0.586206896551724,0.793103448275862,0.620689655172414,0.172413793103448,0.948275862068966,1.8448275862069,0.275862068965517,0.655172413793103,0.362068965517241,0.0689655172413793,0.8
"14",".A. Aminu, .D. Lillard, .M. Leonard, .C. McCollum, .M. Plumlee",2.32,0.451428571428571,0.257142857142857,0.0914285714285714,0.08,0.502857142857143,0.834285714285714,0.708571428571429,0.125714285714286,0.805714285714286,1.68571428571429,0.285714285714286,0.657142857142857,0.4,0.0228571428571429,0.787234042553192
"15",".A. Aminu, .E. Davis, .D. Lillard, .M. Leonard, .A. Crabbe",2.07547169811321,0.566037735849057,0.433962264150943,0.0377358490566038,0.113207547169811,0.566037735849057,1,0.754716981132076,0.245283018867925,0.849056603773585,1.81132075471698,0.264150943396226,0.641509433962264,0.320754716981132,-0.132075471698113,0.5
"16",".A. Aminu, .E. Kanter, .D. Lillard, .M. Harkless, .J. Layman",2.23529411764706,0.215686274509804,0.176470588235294,0.117647058823529,0.176470588235294,0.411764705882353,1.3921568627451,0.980392156862745,0.411764705882353,0.92156862745098,2.17647058823529,0.0784313725490196,0.509803921568627,0.490196078431373,0.509803921568627,0.8
"17",".A. Aminu, .E. Kanter, .D. Lillard, .M. Harkless, .R. Hood",2.3134328358209,0.328358208955224,0.343283582089552,0.134328358208955,0.253731343283582,0.432835820895522,1.05970149253731,0.73134328358209,0.328358208955224,0.865671641791045,1.82089552238806,0.194029850746269,0.611940298507463,0.432835820895522,0.149253731343284,0.787878787878788
"18",".A. Aminu, .M. Harkless, .A. Crabbe, .C. McCollum, .M. Plumlee",2.18390804597701,0.436781609195402,0.333333333333333,0.0459770114942529,0.160919540229885,0.425287356321839,1,0.816091954022989,0.183908045977011,0.793103448275862,1.74712643678161,0.172413793103448,0.425287356321839,0.390804597701149,0.0344827586206897,0.787234042553192
"19",".A. Aminu, .M. Leonard, .A. Crabbe, .C. McCollum, .S. Napier",2.22222222222222,0.345679012345679,0.259259259259259,0.0987654320987654,0.148148148148148,0.432098765432099,0.728395061728395,0.62962962962963,0.0987654320987654,0.839506172839506,1.61728395061728,0.271604938271605,0.592592592592593,0.345679012345679,0.0987654320987654,0.88
"20",".A. Bogut, .B. Rush, .S. Curry, .K. Thompson, .D. Green",2.43307086614173,0.374015748031496,0.362204724409449,0.173228346456693,0.145669291338583,0.65748031496063,0.960629921259842,0.826771653543307,0.133858267716535,0.929133858267717,1.80708661417323,0.34251968503937,0.791338582677165,0.318897637795276,0.318897637795276,0.719512195121951
"21",".A. Bogut, .D. Williams, .W. Matthews, .H. Barnes, .D. Finney-Smith",2.15942028985507,0.420289855072464,0.289855072463768,0.0869565217391304,0.101449275362319,0.579710144927536,0.956521739130435,0.739130434782609,0.217391304347826,0.826086956521739,1.68115942028985,0.347826086956522,0.797101449275362,0.289855072463768,0.318840579710145,0.846153846153846
"22",".A. Bogut, .D. Williams, .W. Matthews, .H. Barnes, .S. Curry",1.74545454545455,0.472727272727273,0.218181818181818,0.0545454545454545,0.163636363636364,0.327272727272727,0.763636363636364,0.654545454545455,0.109090909090909,0.727272727272727,1.8,0.236363636363636,0.672727272727273,0.381818181818182,0,1
"23",".A. Bogut, .J. Barea, .W. Matthews, .H. Barnes, .D. Finney-Smith",1.80392156862745,0.333333333333333,0.176470588235294,0.0392156862745098,0.215686274509804,0.333333333333333,0.745098039215686,0.568627450980392,0.176470588235294,0.725490196078431,1.62745098039216,0.156862745098039,0.588235294117647,0.431372549019608,0.254901960784314,0.909090909090909
