"","LINEUPS","MIN","PTS","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","+/-"
"578",".J. Holiday, .D. Cousins, .A. Davis, .S. Hill, .T. Frazier",99,224,84,188,27,66,29,35,20,72,92,58,28,17,12,9,22,37,12
"579",".J. Holiday, .D. Cousins, .E. Moore, .A. Davis, .D. Miller",59,160,53,101,11,28,43,52,12,49,61,29,18,14,6,6,31,44,51
"580",".J. Holiday, .D. Cousins, .E. Moore, .A. Davis, .I. Clark",71,172,66,116,14,34,26,34,10,52,62,32,25,15,10,3,24,36,42
"581",".J. Holiday, .D. Cousins, .E. Moore, .A. Davis, .S. Hill",80,188,61,130,14,41,52,61,20,54,74,35,31,16,13,5,39,47,33
"582",".J. Holiday, .D. Cunningham, .A. Davis, .S. Hill, .B. Hield",189,412,158,341,51,111,45,58,28,141,169,94,48,41,16,21,56,61,43
"583",".J. Holiday, .D. Cunningham, .D. Cousins, .E. Moore, .A. Davis",188,418,165,339,37,111,51,67,36,147,183,112,63,36,29,18,62,90,24
"584",".J. Holiday, .D. Cunningham, .E. Moore, .A. Davis, .S. Hill",107,245,94,193,15,50,42,54,17,74,91,54,18,18,19,7,35,45,7
"585",".J. Holiday, .E. Moore, .A. Davis, .D. Miller, .I. Clark",63,159,55,112,10,30,39,44,12,47,59,26,20,12,7,3,29,32,15
"586",".J. Holiday, .E. Moore, .A. Davis, .D. Miller, .J. Randle",84,188,69,158,14,50,36,51,22,59,81,41,16,9,7,9,48,40,2
"587",".J. Holiday, .E. Moore, .A. Davis, .E. Payton, .J. Randle",116,327,121,215,30,60,55,67,24,90,114,76,30,23,12,11,37,61,47
"588",".J. Holiday, .K. Dunn, .R. Arcidiacono, .L. Markkanen, .W. Carter Jr.",101,202,80,181,21,56,21,29,15,68,83,50,23,20,14,7,47,34,-7
"589",".J. Holiday, .N. Mirotic, .A. Davis, .D. Miller, .I. Clark",67,167,67,128,15,41,18,21,13,53,66,37,17,12,10,5,25,24,-3
"590",".J. Holiday, .N. Mirotic, .E. Moore, .A. Davis, .D. Miller",51,114,45,98,7,33,17,20,9,37,46,28,12,15,10,4,21,22,0
"591",".J. Holiday, .N. Mirotic, .E. Moore, .A. Davis, .E. Payton",71,204,81,146,16,35,26,35,22,57,79,55,19,14,12,4,28,33,50
"592",".J. Holiday, .W. Johnson, .E. Moore, .A. Davis, .J. Randle",55,148,57,110,12,32,22,30,19,40,59,37,12,4,7,4,23,28,21
"593",".J. Holiday, .W. Johnson, .N. Mirotic, .E. Moore, .A. Davis",136,324,131,264,30,77,32,44,26,104,130,91,46,20,23,15,53,50,-10
"594",".J. Holiday, .Z. LaVine, .J. Parker, .C. Payne, .W. Carter Jr.",100,200,72,168,21,53,35,42,18,62,80,44,33,17,11,16,43,39,-44
"595",".J. Holiday, .Z. LaVine, .J. Parker, .R. Arcidiacono, .W. Carter Jr.",228,489,186,420,45,151,72,94,35,174,209,117,73,44,25,31,97,81,-22
"596",".J. Holiday, .Z. LaVine, .K. Dunn, .L. Markkanen, .W. Carter Jr.",72,140,52,122,11,32,25,26,9,54,63,25,23,9,6,11,38,20,-12
"597",".J. Holiday, .Z. LaVine, .R. Arcidiacono, .L. Markkanen, .W. Carter Jr.",80,151,54,133,18,59,25,30,18,48,66,31,32,22,1,8,39,30,-30
"598",".J. Jack, .C. Lee, .E. Kanter, .D. McDermott, .K. Porzingis",54,106,44,108,7,30,11,14,15,46,61,28,17,5,3,5,16,19,-3
"599",".J. Jack, .C. Lee, .E. Kanter, .T. Hardaway Jr., .K. Porzingis",383,896,347,721,81,205,121,144,85,272,357,201,96,55,48,41,120,171,82
"600",".J. Jack, .C. Lee, .K. O'Quinn, .T. Hardaway Jr., .K. Porzingis",56,136,51,100,13,34,21,23,8,37,45,30,20,3,9,2,16,22,-10
"601",".J. Jack, .C. Lee, .L. Thomas, .E. Kanter, .K. Porzingis",304,659,270,547,42,95,77,91,63,214,277,144,90,32,34,28,117,111,-35
"602",".J. Jack, .M. Beasley, .C. Lee, .E. Kanter, .T. Hardaway Jr.",89,206,78,167,12,42,38,41,20,65,85,47,28,13,2,12,32,34,-30
"603",".J. Jerebko, .E. Turner, .A. Bradley, .K. Olynyk, .M. Smart",133,320,119,244,38,85,44,57,27,82,109,74,27,32,8,12,49,62,64
"604",".J. Jerebko, .E. Turner, .A. Bradley, .T. Zeller, .M. Smart",101,218,84,192,17,50,33,41,31,65,96,50,28,15,14,13,44,49,3
"605",".J. Jerebko, .K. Olynyk, .M. Smart, .T. Rozier, .J. Brown",99,187,72,175,20,65,23,29,23,74,97,49,37,11,6,10,47,35,1
"606",".J. Johnson, .A. Stoudemire, .D. Wade, .L. Deng, .G. Dragic",197,456,188,335,27,62,53,63,32,126,158,108,54,26,24,13,86,72,35
"607",".J. Johnson, .B. Diaw, .G. Hill, .R. Gobert, .R. Hood",50,109,40,80,12,30,17,19,4,28,32,22,9,7,6,4,18,18,9
"608",".J. Johnson, .D. Favors, .R. Hood, .J. Ingles, .D. Mitchell",68,148,60,121,17,53,11,16,12,49,61,30,23,11,8,3,21,17,20
"609",".J. Johnson, .D. Wade, .H. Whiteside, .J. Winslow, .J. Richardson",95,220,87,162,13,23,33,44,22,64,86,37,24,18,12,8,37,30,17
"610",".J. Johnson, .D. Wade, .L. Deng, .G. Dragic, .H. Whiteside",82,195,77,151,8,33,33,40,23,59,82,41,19,9,16,7,34,29,22
"611",".J. Johnson, .G. Hayward, .S. Mack, .R. Gobert, .J. Ingles",88,218,77,133,30,56,34,56,12,53,65,50,22,19,8,4,42,36,44
"612",".J. Johnson, .G. Hill, .G. Hayward, .R. Gobert, .J. Ingles",141,298,101,229,31,84,65,91,32,103,135,58,37,21,12,9,39,59,14
"613",".J. Johnson, .G. Hill, .G. Hayward, .R. Gobert, .R. Hood",63,154,56,99,18,37,24,31,8,47,55,32,20,8,11,1,32,27,31
"614",".J. Johnson, .H. Whiteside, .D. Waiters, .R. McGruder, .T. Johnson",68,131,50,104,9,33,22,36,11,50,61,29,29,4,7,6,27,29,-13
"615",".J. Johnson, .H. Whiteside, .R. McGruder, .J. Winslow, .J. Richardson",163,343,140,316,38,107,25,38,41,123,164,88,46,18,16,24,55,40,-10
"616",".J. Johnson, .H. Whiteside, .R. McGruder, .T. Johnson, .J. Richardson",51,110,45,92,7,24,13,20,12,30,42,24,21,10,9,6,23,20,4
"617",".J. Johnson, .H. Whiteside, .T. Johnson, .J. Winslow, .J. Richardson",77,178,73,131,19,43,13,21,11,64,75,51,28,14,11,2,26,23,17
"618",".J. Johnson, .J. Jack, .T. Young, .B. Lopez, .B. Bogdanovic",297,622,251,532,37,118,83,103,78,196,274,149,95,45,21,25,105,88,-25
"619",".J. Johnson, .J. Jack, .T. Young, .B. Lopez, .M. Brown",66,144,59,111,6,24,20,28,17,42,59,38,20,5,4,9,27,31,-8
"620",".J. Johnson, .J. Jack, .T. Young, .B. Lopez, .R. Hollis-Jefferson",220,451,179,402,19,53,74,94,61,178,239,96,74,45,22,34,78,75,0
"621",".J. Johnson, .J. Jack, .T. Young, .B. Lopez, .W. Ellington",61,115,44,117,10,26,17,21,14,33,47,29,13,15,3,13,28,21,-25
"622",".J. Johnson, .T. Young, .B. Lopez, .B. Bogdanovic, .S. Larkin",103,219,83,175,15,45,38,45,23,78,101,47,28,12,6,9,42,32,8
"623",".J. Johnson, .T. Young, .B. Lopez, .D. Sloan, .B. Bogdanovic",70,162,60,115,13,23,29,41,11,56,67,33,25,12,9,8,35,35,10
"624",".J. Johnson, .T. Young, .B. Lopez, .W. Ellington, .D. Sloan",408,872,337,684,64,150,134,163,59,286,345,202,109,49,20,34,102,142,27
"625",".J. Johnson, .T. Young, .B. Lopez, .W. Ellington, .S. Larkin",69,132,54,118,7,25,17,21,9,50,59,27,21,9,3,5,26,18,3
"626",".J. Johnson, .W. Ellington, .D. Waiters, .K. Olynyk, .T. Johnson",54,126,43,98,26,54,14,17,12,37,49,32,14,11,2,4,15,17,23
"627",".J. Johnson, .W. Ellington, .H. Whiteside, .R. McGruder, .J. Richardson",69,144,58,135,16,46,12,29,25,43,68,26,18,8,11,10,27,28,-31
"628",".J. Johnson, .W. Ellington, .H. Whiteside, .T. Johnson, .J. Richardson",52,122,46,86,13,26,17,23,7,34,41,28,17,13,6,3,20,19,-4
"629",".J. Johnson, .W. Ellington, .K. Olynyk, .T. Johnson, .J. Richardson",83,175,64,138,28,63,19,22,7,54,61,41,28,16,11,9,27,25,10
"630",".J. Johnson, .W. Ellington, .W. Reed, .T. Johnson, .J. Richardson",102,206,78,180,15,64,35,50,17,67,84,44,23,19,12,10,40,49,1
"631",".J. Lamb, .C. Zeller, .M. Carter-Williams, .F. Kaminsky, .D. Bacon",54,108,34,98,6,22,34,40,13,41,54,18,15,10,6,6,23,32,-1
"632",".J. Lamb, .C. Zeller, .M. Carter-Williams, .F. Kaminsky, .T. Graham",83,184,69,157,20,40,26,36,19,53,72,45,16,16,4,10,39,42,8
"633",".J. Lamb, .M. Carter-Williams, .J. O'Bryant III, .F. Kaminsky, .T. Graham",119,242,87,223,22,69,46,57,31,80,111,46,23,27,10,11,56,54,-15
"634",".J. McGee, .B. Ingram, .L. Ball, .K. Kuzma, .J. Hart",83,169,71,159,14,49,13,24,14,63,77,43,28,14,9,6,28,25,-39
"635",".J. McRoberts, .G. Dragic, .W. Ellington, .H. Whiteside, .R. McGruder",95,204,82,175,20,47,20,27,26,61,87,57,28,9,13,5,31,30,-9
"636",".J. Nelson, .D. Cunningham, .D. Cousins, .D. Miller, .I. Clark",63,145,54,101,16,41,21,24,6,56,62,32,22,4,7,3,31,25,41
"637",".J. Nelson, .D. Gallinari, .K. Faried, .G. Harris, .N. Jokic",88,219,80,166,19,53,40,46,26,67,93,55,25,12,7,9,21,44,25
"638",".J. Nelson, .D. Gallinari, .K. Faried, .J. Lauvergne, .G. Harris",65,135,50,103,9,28,26,36,21,40,61,32,19,5,6,5,33,28,-21
"639",".J. Nelson, .D. Gallinari, .K. Faried, .J. Nurkic, .E. Mudiay",53,95,39,101,2,19,15,22,23,38,61,24,21,7,7,8,20,30,-31
"640",".J. Nelson, .D. Gallinari, .K. Faried, .W. Barton, .G. Harris",66,151,54,124,7,31,36,45,23,36,59,32,11,9,3,10,29,38,14
"641",".J. Nelson, .J. Holiday, .D. Cousins, .E. Moore, .A. Davis",80,155,55,132,12,45,33,37,9,63,72,38,22,7,6,7,24,39,-12
"642",".J. Nelson, .K. Faried, .K. Papanikolaou, .J. Lauvergne, .G. Harris",63,103,44,112,10,31,5,8,12,39,51,25,25,12,5,12,21,13,-45
"643",".J. Nelson, .R. Foye, .D. Arthur, .W. Barton, .N. Jokic",80,159,60,155,15,50,24,30,24,50,74,31,18,10,1,6,37,39,-8
"644",".J. Nelson, .W. Chandler, .D. Gallinari, .G. Harris, .N. Jokic",198,474,181,370,40,128,72,80,52,149,201,112,60,29,17,16,83,79,14
"645",".J. Nelson, .W. Chandler, .D. Gallinari, .W. Barton, .N. Jokic",51,117,45,103,10,38,17,20,16,32,48,26,10,8,2,10,19,16,1
"646",".J. Nelson, .W. Chandler, .W. Barton, .G. Harris, .N. Jokic",79,197,76,148,25,57,20,26,21,44,65,56,23,19,4,4,29,24,11
"647",".J. Nelson, .W. Chandler, .W. Barton, .J. Nurkic, .J. Murray",53,119,43,89,15,33,18,22,8,45,53,30,20,9,2,6,23,20,3
"648",".J. Redick, .D. Jordan, .L. Mbah a Moute, .B. Griffin, .A. Rivers",131,283,110,234,36,79,27,44,24,90,114,70,40,25,7,17,57,40,-5
"649",".J. Redick, .J. Bayless, .R. Covington, .J. Embiid, .B. Simmons",72,154,56,135,20,56,22,27,15,54,69,36,19,9,10,6,36,28,10
"650",".J. Redick, .J. Butler, .M. Muscala, .J. Embiid, .B. Simmons",61,156,58,104,16,40,24,28,11,51,62,39,23,9,6,6,32,22,24
"651",".J. Redick, .M. Muscala, .J. Embiid, .T. McConnell, .F. Korkmaz",63,159,54,116,13,39,38,48,15,47,62,35,9,13,7,6,27,36,25
"652",".J. Redick, .R. Covington, .J. Embiid, .D. Saric, .B. Simmons",707,1705,628,1268,174,445,275,366,157,588,745,407,216,119,74,72,283,333,273
"653",".J. Redick, .T. Harris, .J. Butler, .B. Simmons, .J. Bolden",82,203,74,164,19,60,36,48,22,70,92,52,22,16,12,9,35,36,9
"654",".J. Redick, .T. Harris, .J. Butler, .J. Embiid, .B. Simmons",161,439,158,307,35,97,88,120,41,140,181,90,41,27,17,12,52,93,75
"655",".J. Redick, .W. Chandler, .J. Butler, .J. Embiid, .B. Simmons",293,736,264,528,70,170,138,171,73,234,307,174,104,38,40,26,102,134,82
"656",".J. Smith, .A. Nicholson, .V. Oladipo, .A. Gordon, .M. Hezonja",58,122,50,97,7,23,15,20,8,32,40,25,19,14,3,5,28,22,11
"657",".J. Smith, .E. Fournier, .V. Oladipo, .E. Payton, .A. Gordon",65,144,60,127,8,26,16,23,14,40,54,35,15,15,9,11,32,16,-14
"658",".J. Smith, .M. Morris, .T. Satoransky, .T. Burke, .K. Oubre Jr.",77,159,62,123,8,23,27,29,7,72,79,34,27,10,10,3,34,33,21
"659",".J. Smith, .T. Thompson, .R. Hood, .L. Nance Jr., .C. Sexton",60,130,53,115,8,25,16,22,19,47,66,24,16,7,8,3,31,20,3
"660",".J. Stone, .J. Lamb, .F. Kaminsky, .W. Hernangomez, .M. Monk",74,180,64,135,26,63,26,29,8,55,63,39,19,10,4,5,22,27,16
"661",".J. Teague, .A. Wiggins, .D. Saric, .K. Towns, .J. Okogie",73,193,69,131,22,44,33,36,17,51,68,42,27,5,6,9,39,34,-3
"662",".J. Teague, .P. George, .K. Seraphin, .G. Robinson III, .M. Turner",62,130,47,92,14,29,22,28,6,42,48,29,20,7,5,0,19,27,-6
"663",".J. Teague, .T. Gibson, .A. Wiggins, .K. Towns, .J. Okogie",115,286,104,220,26,64,52,68,34,85,119,56,43,25,11,19,57,53,32
"664",".J. Teague, .T. Gibson, .J. Butler, .A. Wiggins, .K. Towns",1131,2593,990,2022,184,487,429,546,255,756,1011,553,293,225,109,108,394,487,170
"665",".J. Teague, .T. Gibson, .J. Butler, .G. Dieng, .A. Wiggins",123,275,105,219,14,43,51,64,23,77,100,54,31,23,10,14,37,53,-28
"666",".J. Teague, .T. Gibson, .J. Butler, .K. Towns, .J. Okogie",55,121,45,114,12,43,19,21,23,32,55,30,21,14,13,8,19,29,-19
"667",".J. Teague, .T. Gibson, .N. Bjelica, .A. Wiggins, .K. Towns",382,885,344,715,57,167,140,176,92,297,389,181,103,53,29,39,127,150,53
"668",".J. Teague, .T. Gibson, .R. Covington, .A. Wiggins, .K. Towns",230,501,188,417,55,123,70,96,68,154,222,129,81,44,25,29,80,97,14
"669",".J. Terry, .D. Howard, .T. Ariza, .C. Brewer, .J. Harden",54,134,43,81,14,38,34,44,7,40,47,23,22,14,3,3,31,38,29
"670",".J. Terry, .D. Howard, .T. Ariza, .J. Harden, .P. Beverley",62,140,48,111,22,58,22,36,14,41,55,27,18,12,3,2,28,29,17
"671",".J. Terry, .D. Howard, .T. Ariza, .J. Harden, .T. Jones",80,151,46,116,15,48,44,56,12,49,61,27,34,19,11,7,39,42,-31
"672",".J. Terry, .E. Bledsoe, .J. Henson, .K. Middleton, .G. Antetokounmpo",93,213,78,155,18,50,39,48,17,69,86,47,31,19,16,6,33,36,10
"673",".J. Terry, .G. Monroe, .K. Middleton, .M. Teletovic, .M. Dellavedova",72,147,61,136,14,46,11,15,20,54,74,39,20,15,4,5,24,19,19
"674",".J. Terry, .G. Monroe, .M. Teletovic, .G. Antetokounmpo, .M. Brogdon",85,213,80,141,23,46,30,36,19,64,83,50,28,17,10,5,33,34,57
"675",".J. Terry, .G. Monroe, .T. Snell, .G. Antetokounmpo, .M. Dellavedova",61,124,46,103,6,29,26,35,13,41,54,27,14,6,8,3,21,26,6
"676",".J. Terry, .M. Beasley, .G. Monroe, .G. Antetokounmpo, .M. Brogdon",89,190,70,149,16,33,34,47,16,65,81,48,26,19,8,11,40,42,26
"677",".J. Terry, .M. Beasley, .G. Monroe, .J. Parker, .M. Brogdon",55,136,54,96,9,17,19,26,9,40,49,29,14,7,8,2,21,23,10
"678",".J. Valanciunas, .J. Holiday, .B. Caboclo, .D. Wright, .T. Dorsey",52,134,53,89,16,26,12,23,9,45,54,34,18,6,5,7,17,16,10
"679",".J. Wall, .B. Beal, .O. Porter Jr., .K. Oubre Jr., .T. Bryant",65,161,69,138,14,45,9,16,9,45,54,40,17,15,14,5,22,28,-26
"680",".J. Wall, .B. Beal, .T. Satoransky, .O. Porter Jr., .T. Bryant",54,121,50,101,10,34,11,15,8,42,50,34,13,9,5,2,21,15,16
"681",".J. Wall, .M. Morris, .B. Beal, .O. Porter Jr., .K. Oubre Jr.",192,487,160,342,44,120,123,150,34,141,175,90,51,35,16,11,91,104,-1
"682",".K. Bazemore, .A. Len, .T. Prince, .O. Spellman, .T. Young",62,127,49,116,16,47,13,17,13,43,56,28,39,15,3,9,27,25,-37
"683",".K. Bazemore, .D. Dedmon, .J. Collins, .K. Huerter, .T. Young",149,343,127,271,43,109,46,66,43,104,147,86,68,28,12,13,69,56,-3
"684",".K. Bazemore, .D. Dedmon, .T. Prince, .J. Collins, .T. Young",78,158,54,144,17,61,33,44,18,63,81,37,25,10,14,11,38,43,-26
"685",".K. Bazemore, .D. Schroder, .D. Dedmon, .T. Prince, .J. Collins",118,276,106,210,31,75,33,39,18,78,96,67,42,32,16,14,38,45,19
"686",".K. Bryant, .B. Bass, .J. Clarkson, .J. Randle, .D. Russell",85,220,79,173,23,63,39,47,25,55,80,37,8,12,8,7,36,34,21
"687",".K. Bryant, .B. Bass, .L. Williams, .J. Clarkson, .J. Randle",60,142,46,115,10,37,40,50,16,35,51,18,13,7,6,10,33,30,-19
"688",".K. Bryant, .B. Bass, .L. Williams, .J. Randle, .D. Russell",63,122,45,110,11,39,21,27,14,45,59,16,29,14,4,9,23,15,-14
"689",".K. Bryant, .L. Williams, .R. Hibbert, .D. Russell, .L. Nance Jr.",57,126,49,104,12,29,16,20,15,35,50,30,17,11,7,8,18,16,-9
"690",".K. Bryant, .L. Williams, .R. Hibbert, .J. Clarkson, .J. Randle",198,387,141,343,27,72,78,93,37,141,178,65,62,20,18,25,97,79,-109
"691",".K. Bryant, .L. Williams, .R. Hibbert, .J. Clarkson, .L. Nance Jr.",221,431,173,394,29,94,56,79,40,143,183,92,61,33,17,28,94,70,-92
"692",".K. Bryant, .L. Williams, .R. Hibbert, .J. Randle, .D. Russell",55,112,38,92,9,25,27,36,9,29,38,19,11,4,6,5,23,22,-35
"693",".K. Bryant, .R. Hibbert, .J. Clarkson, .J. Randle, .D. Russell",572,1069,400,1033,82,266,187,230,112,378,490,197,181,82,44,46,213,210,-265
"694",".K. Caldwell-Pope, .J. Clarkson, .J. Randle, .B. Ingram, .K. Kuzma",62,138,50,99,8,26,30,44,17,34,51,19,20,7,9,7,33,34,-14
"695",".K. Caldwell-Pope, .J. Randle, .B. Ingram, .L. Ball, .K. Kuzma",98,213,75,173,21,63,42,63,18,78,96,44,22,17,13,17,53,41,23
"696",".K. Durant, .J. McGee, .K. Thompson, .D. Green, .Q. Cook",71,150,57,135,14,45,22,24,17,47,64,46,18,13,8,3,19,24,-18
"697",".K. Durant, .J. McGee, .S. Curry, .K. Thompson, .D. Green",225,601,231,426,73,148,66,81,30,200,230,174,67,43,28,19,76,75,142
"698",".K. Durant, .K. Thompson, .D. Green, .P. McCaw, .J. Bell",52,106,40,89,8,37,18,22,10,35,45,32,18,15,15,4,17,21,5
"699",".K. Durant, .R. Westbrook, .S. Ibaka, .A. Morrow, .S. Adams",51,123,48,89,11,33,16,21,12,36,48,31,23,7,6,2,20,21,-8
"700",".K. Durant, .R. Westbrook, .S. Ibaka, .A. Roberson, .S. Adams",816,1883,740,1459,114,341,289,372,212,639,851,458,251,128,126,65,273,326,291
"701",".K. Durant, .R. Westbrook, .S. Ibaka, .D. Waiters, .S. Adams",360,855,316,649,62,155,161,207,88,280,368,190,103,49,54,24,145,149,112
"702",".K. Durant, .R. Westbrook, .S. Ibaka, .E. Kanter, .A. Roberson",76,179,70,140,8,26,31,35,17,60,77,39,22,11,8,7,23,26,10
"703",".K. Durant, .R. Westbrook, .S. Ibaka, .E. Kanter, .D. Waiters",129,343,118,236,24,56,83,92,45,88,133,63,35,16,10,15,55,68,51
"704",".K. Durant, .S. Curry, .D. Cousins, .K. Thompson, .D. Green",268,687,265,509,74,206,83,98,39,225,264,200,78,45,43,21,100,100,77
"705",".K. Durant, .S. Curry, .K. Thompson, .D. Green, .D. Jones",142,360,144,253,40,99,32,43,17,105,122,108,50,26,15,6,66,51,15
"706",".K. Durant, .S. Curry, .K. Thompson, .D. Green, .K. Looney",313,847,318,608,105,241,106,130,67,240,307,231,90,52,35,21,146,116,121
"707",".K. Faried, .G. Harris, .J. Sampson, .N. Jokic, .E. Mudiay",193,436,169,341,40,92,58,74,45,146,191,113,62,34,26,23,79,64,38
"708",".K. Garnett, .K. Martin, .R. Rubio, .A. Wiggins, .K. Towns",122,248,90,205,12,34,56,74,24,83,107,64,34,20,20,5,61,61,-13
"709",".K. Garnett, .T. Prince, .R. Rubio, .A. Wiggins, .K. Towns",276,546,218,464,17,57,93,120,44,194,238,154,56,55,28,22,111,106,43
"710",".K. Humphries, .M. Gortat, .J. Wall, .B. Beal, .O. Porter Jr.",139,283,108,255,25,75,42,54,40,96,136,68,59,28,16,13,47,49,-27
"711",".K. Humphries, .T. Sefolosha, .P. Millsap, .D. Schroder, .T. Hardaway Jr.",50,99,35,88,10,33,19,27,11,35,46,21,11,7,6,7,16,23,3
"712",".K. Irving, .M. Morris, .A. Baynes, .M. Smart, .J. Tatum",71,188,71,140,18,48,28,31,15,47,62,39,17,19,1,4,28,30,18
"713",".K. Korver, .A. Horford, .M. Scott, .D. Schroder, .T. Hardaway Jr.",72,152,54,128,23,60,21,26,11,48,59,43,23,6,6,7,30,23,17
"714",".K. Korver, .A. Horford, .M. Scott, .K. Bazemore, .D. Schroder",52,119,46,99,10,29,17,22,11,34,45,33,10,10,7,6,19,22,10
"715",".K. Korver, .D. Favors, .J. Crowder, .D. Exum, .J. Ingles",55,135,48,99,16,44,23,29,11,41,52,32,13,10,5,4,25,28,19
"716",".K. Korver, .D. Favors, .J. Crowder, .R. Neto, .J. Ingles",83,219,78,167,32,84,31,44,25,72,97,64,23,11,11,7,32,40,45
"717",".K. Korver, .D. Favors, .J. Crowder, .R. O'Neale, .D. Mitchell",52,106,38,100,11,41,19,23,15,37,52,22,20,4,9,10,26,19,-11
"718",".K. Korver, .D. Howard, .K. Bazemore, .D. Schroder, .M. Muscala",77,172,71,136,10,31,20,33,16,58,74,43,31,16,16,6,28,34,-2
"719",".K. Korver, .D. Howard, .P. Millsap, .K. Bazemore, .D. Schroder",206,406,163,378,34,105,46,71,51,139,190,107,72,41,22,26,72,81,-37
"720",".K. Korver, .J. Crowder, .R. Gobert, .R. O'Neale, .D. Mitchell",150,337,116,271,43,126,62,79,31,123,154,73,51,24,23,11,62,63,16
"721",".K. Korver, .J. Green, .J. Clarkson, .R. Hood, .L. Nance Jr.",50,108,41,93,9,32,17,21,10,37,47,20,11,9,6,3,28,20,8
"722",".K. Korver, .P. Millsap, .A. Horford, .J. Teague, .K. Bazemore",892,1962,749,1614,199,560,265,316,147,643,790,530,273,156,120,84,316,314,106
"723",".K. Korver, .P. Millsap, .A. Horford, .K. Bazemore, .D. Schroder",73,172,61,130,15,51,35,46,19,38,57,36,22,12,12,7,43,31,37
"724",".K. Korver, .R. Rubio, .J. Crowder, .R. Gobert, .D. Mitchell",78,164,60,141,28,70,16,21,13,52,65,48,31,16,8,4,34,22,-41
"725",".K. Korver, .T. Sefolosha, .P. Millsap, .A. Horford, .J. Teague",235,496,194,416,44,121,64,85,47,175,222,121,74,42,30,25,81,78,33
"726",".K. Korver, .T. Sefolosha, .P. Millsap, .J. Teague, .M. Muscala",59,137,50,106,11,35,26,31,15,39,54,33,15,15,6,4,31,23,21
"727",".K. Koufos, .B. Bogdanovic, .W. Cauley-Stein, .B. Hield, .F. Mason",92,189,77,167,15,38,20,29,20,62,82,45,17,14,8,10,32,28,9
"728",".K. Koufos, .B. Hield, .S. Labissiere, .D. Fox, .J. Jackson",55,105,41,96,10,19,13,20,7,39,46,24,14,6,2,0,28,26,-30
"729",".K. Love, .B. Knight, .C. Osman, .A. Zizic, .C. Sexton",109,266,97,205,41,90,31,38,19,89,108,56,31,7,5,9,33,45,12
"730",".K. Love, .B. Knight, .L. Nance Jr., .C. Osman, .C. Sexton",70,146,54,129,18,52,20,27,18,55,73,31,21,5,1,9,26,22,-21
"731",".K. Love, .G. Hill, .T. Thompson, .R. Hood, .C. Osman",61,142,55,125,11,30,21,29,28,47,75,34,20,5,2,9,19,28,-4
"732",".K. Lowry, .D. Carroll, .P. Patterson, .J. Valanciunas, .N. Powell",64,159,61,111,16,37,21,26,12,48,60,31,17,11,7,9,20,25,28
"733",".K. Lowry, .D. DeRozan, .D. Carroll, .J. Valanciunas, .L. Nogueira",108,248,92,193,15,46,49,59,30,80,110,46,28,21,14,12,42,45,27
"734",".K. Lowry, .D. DeRozan, .D. Carroll, .J. Valanciunas, .N. Powell",62,134,48,99,12,26,26,32,6,37,43,20,24,13,7,6,25,28,-14
"735",".K. Lowry, .D. DeRozan, .D. Carroll, .J. Valanciunas, .P. Siakam",365,762,301,635,51,131,109,127,86,219,305,147,109,62,32,40,137,114,-89
"736",".K. Lowry, .D. DeRozan, .D. Carroll, .P. Patterson, .J. Valanciunas",147,382,132,260,37,81,81,98,41,102,143,76,34,22,14,11,46,75,90
"737",".K. Lowry, .D. DeRozan, .J. Valanciunas, .N. Powell, .P. Siakam",70,147,58,117,14,25,17,28,8,39,47,31,20,17,3,4,28,22,-9
"738",".K. Lowry, .D. DeRozan, .P. Patterson, .B. Biyombo, .C. Joseph",142,296,100,204,21,54,75,107,30,102,132,38,35,22,21,13,58,78,11
"739",".K. Lowry, .D. DeRozan, .P. Patterson, .B. Biyombo, .T. Ross",102,199,69,171,18,63,43,58,18,65,83,33,30,14,13,16,47,43,-26
"740",".K. Lowry, .D. DeRozan, .P. Patterson, .J. Valanciunas, .C. Joseph",97,243,76,150,18,43,73,98,21,63,84,36,21,8,10,9,46,68,39
"741",".K. Lowry, .D. DeRozan, .P. Patterson, .J. Valanciunas, .T. Ross",137,381,130,235,31,67,90,114,12,93,105,65,22,18,9,10,51,72,112
"742",".K. Lowry, .D. Green, .J. Valanciunas, .K. Leonard, .P. Siakam",140,370,137,259,35,83,61,75,26,110,136,80,38,26,11,9,57,67,68
"743",".K. Lowry, .J. Thompson, .D. DeRozan, .J. Valanciunas, .N. Powell",71,156,58,112,16,29,24,27,11,47,58,37,19,13,14,9,18,29,29
"744",".K. Lowry, .M. Gasol, .D. Green, .K. Leonard, .P. Siakam",161,416,155,291,52,119,54,64,18,115,133,110,39,31,13,9,48,63,50
"745",".K. Lowry, .P. Patterson, .B. Biyombo, .C. Joseph, .T. Ross",297,632,223,485,69,180,117,152,65,193,258,127,82,43,45,27,115,150,102
"746",".K. Lowry, .P. Patterson, .C. Joseph, .T. Ross, .L. Nogueira",199,458,170,350,64,137,54,72,50,117,167,90,53,37,24,14,81,78,55
"747",".K. Lowry, .P. Patterson, .J. Valanciunas, .C. Joseph, .T. Ross",67,152,58,108,17,38,19,29,13,33,46,34,16,17,9,3,26,25,32
"748",".K. Lowry, .S. Ibaka, .D. DeRozan, .J. Poeltl, .O. Anunoby",51,128,44,99,12,34,28,36,14,37,51,22,16,2,6,2,23,34,-6
