"","LINEUPS","MIN","PTS","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","+/-"
"239",".D. Carroll, .A. Crabbe, .D. Russell, .R. Hollis-Jefferson, .J. Allen",85,213,73,151,19,55,48,65,14,71,85,45,24,10,19,6,35,50,27
"240",".D. Carroll, .A. Crabbe, .S. Dinwiddie, .D. Russell, .J. Allen",127,296,111,248,38,116,36,44,32,80,112,81,31,19,11,16,52,39,12
"241",".D. Carroll, .A. Crabbe, .S. Dinwiddie, .J. Harris, .J. Allen",72,154,56,136,27,76,15,17,19,45,64,44,21,11,5,10,29,17,-18
"242",".D. Carroll, .A. Crabbe, .S. Dinwiddie, .R. Hollis-Jefferson, .J. Allen",58,116,43,99,12,35,18,25,11,36,47,27,22,9,5,7,25,30,-16
"243",".D. Carroll, .J. Harris, .D. Russell, .J. Allen, .R. Kurucs",80,192,75,153,24,57,18,27,20,74,94,45,37,9,8,14,29,20,-11
"244",".D. Carroll, .Q. Acy, .A. Crabbe, .S. Dinwiddie, .J. Allen",87,169,60,137,20,60,29,34,15,58,73,37,33,10,13,7,31,26,-28
"245",".D. Carroll, .Q. Acy, .A. Crabbe, .S. Dinwiddie, .R. Hollis-Jefferson",69,163,54,120,25,62,30,37,16,43,59,32,20,13,7,6,35,36,-4
"246",".D. Carroll, .S. Dinwiddie, .J. Harris, .D. Russell, .J. Allen",62,150,53,115,15,50,29,39,13,62,75,38,23,9,8,7,23,36,33
"247",".D. Carroll, .T. Zeller, .A. Crabbe, .S. Dinwiddie, .R. Hollis-Jefferson",315,690,260,587,86,235,84,100,68,250,318,171,80,32,28,42,108,100,51
"248",".D. Cunningham, .D. Cousins, .J. Crawford, .E. Moore, .T. Frazier",57,140,54,94,14,33,18,25,9,34,43,28,12,10,2,5,16,22,1
"249",".D. Cunningham, .E. Moore, .A. Davis, .S. Hill, .T. Frazier",56,147,52,99,12,27,31,39,10,43,53,30,13,14,6,3,20,24,18
"250",".D. Cunningham, .J. Harris, .D. Russell, .R. Hollis-Jefferson, .C. LeVert",64,126,44,106,11,35,27,33,9,44,53,30,22,9,5,10,26,27,-26
"251",".D. Dedmon, .D. Bembry, .J. Collins, .K. Huerter, .T. Young",138,341,128,269,41,112,44,54,37,83,120,82,41,23,11,19,63,65,2
"252",".D. Dedmon, .T. Prince, .D. Lee, .I. Taylor, .J. Collins",70,148,61,133,15,44,11,18,9,51,60,40,19,8,6,12,35,18,-21
"253",".D. Dedmon, .T. Prince, .J. Collins, .K. Huerter, .T. Young",324,805,303,634,102,252,97,117,81,219,300,181,116,58,28,36,142,133,-32
"254",".D. DeRozan, .P. Patterson, .B. Biyombo, .C. Joseph, .T. Ross",218,458,156,366,30,95,116,144,42,165,207,71,50,33,24,19,82,98,57
"255",".D. DeRozan, .P. Patterson, .C. Joseph, .T. Ross, .L. Nogueira",90,209,70,168,13,36,56,68,26,61,87,26,18,17,10,8,31,42,-3
"256",".D. Favors, .G. Hayward, .A. Burks, .R. Gobert, .R. Hood",55,131,49,86,6,21,27,31,8,33,41,25,14,10,8,4,26,24,11
"257",".D. Favors, .G. Hayward, .R. Gobert, .R. Neto, .R. Hood",305,624,241,495,39,110,103,133,64,206,270,124,101,48,32,35,110,111,51
"258",".D. Favors, .G. Hayward, .R. Neto, .R. Hood, .T. Lyles",113,232,86,189,24,60,36,42,22,85,107,46,29,17,9,7,35,38,20
"259",".D. Favors, .G. Hayward, .S. Mack, .R. Gobert, .R. Hood",334,696,267,543,57,130,105,144,75,240,315,155,108,55,39,33,99,130,54
"260",".D. Favors, .G. Hayward, .T. Booker, .A. Burks, .T. Burke",58,119,45,104,4,23,25,36,16,39,55,21,13,15,2,4,20,26,3
"261",".D. Favors, .G. Hayward, .T. Booker, .S. Mack, .R. Hood",52,106,44,90,9,29,9,14,12,42,54,29,23,7,12,5,17,14,-4
"262",".D. Favors, .R. Gobert, .J. Ingles, .R. O'Neale, .D. Mitchell",188,408,156,343,40,128,56,78,57,146,203,90,61,31,22,19,53,87,47
"263",".D. Gallinari, .A. Bradley, .T. Harris, .B. Marjanovic, .S. Gilgeous-Alexander",80,189,67,145,17,38,38,44,20,75,95,40,34,5,7,9,31,33,14
"264",".D. Gallinari, .A. Bradley, .T. Harris, .M. Harrell, .S. Gilgeous-Alexander",95,188,66,163,13,37,43,56,20,74,94,37,32,10,8,15,38,47,-33
"265",".D. Gallinari, .D. Arthur, .G. Harris, .N. Jokic, .E. Mudiay",97,222,82,166,15,37,43,52,18,66,84,54,25,20,6,11,32,47,29
"266",".D. Gallinari, .D. Jordan, .A. Bradley, .T. Harris, .A. Rivers",62,124,51,113,11,31,11,12,15,55,70,22,16,9,3,11,19,19,13
"267",".D. Gallinari, .D. Jordan, .B. Griffin, .P. Beverley, .A. Rivers",147,302,109,238,32,87,52,71,42,93,135,54,45,28,14,15,46,71,22
"268",".D. Gallinari, .J. Hickson, .K. Faried, .G. Harris, .E. Mudiay",121,250,102,226,16,41,30,49,35,90,125,65,34,15,14,20,36,40,-12
"269",".D. Gallinari, .K. Faried, .G. Harris, .N. Jokic, .E. Mudiay",290,617,235,536,39,111,108,134,88,194,282,151,82,58,17,52,105,117,-14
"270",".D. Gallinari, .K. Faried, .J. Lauvergne, .G. Harris, .E. Mudiay",70,142,55,120,10,26,22,29,15,47,62,37,27,9,10,10,34,29,-14
"271",".D. Gallinari, .K. Faried, .W. Barton, .G. Harris, .E. Mudiay",87,215,67,147,13,35,68,84,23,56,79,35,26,14,11,11,37,61,-3
"272",".D. Gallinari, .K. Faried, .W. Barton, .J. Nurkic, .E. Mudiay",63,114,46,117,4,19,18,26,20,34,54,25,24,10,7,13,17,28,-44
"273",".D. Gallinari, .P. Beverley, .A. Bradley, .T. Harris, .M. Harrell",56,146,50,90,17,30,29,38,10,44,54,31,16,6,3,5,31,27,13
"274",".D. Gallinari, .P. Beverley, .I. Zubac, .S. Gilgeous-Alexander, .L. Shamet",255,604,222,461,72,175,88,111,47,191,238,147,78,45,24,27,106,118,53
"275",".D. Harris, .J. Barea, .D. Powell, .D. Finney-Smith, .M. Kleber",108,270,95,198,29,81,51,70,22,77,99,53,25,21,16,14,41,53,36
"276",".D. Harris, .W. Matthews, .H. Barnes, .S. Curry, .S. Mejri",57,119,38,89,13,28,30,36,11,42,53,18,15,5,7,1,27,31,-8
"277",".D. Howard, .E. Ilyasova, .D. Schroder, .T. Hardaway Jr., .T. Prince",97,197,81,179,17,40,18,34,26,72,98,53,35,12,6,11,33,36,-14
"278",".D. Howard, .E. Ilyasova, .T. Sefolosha, .D. Schroder, .T. Hardaway Jr.",52,121,43,85,8,21,27,33,8,45,53,29,26,6,8,3,21,27,20
"279",".D. Howard, .J. Smith, .T. Ariza, .J. Harden, .P. Beverley",110,252,88,206,22,68,54,69,32,76,108,57,31,31,13,12,50,47,15
"280",".D. Howard, .J. Wall, .M. Morris, .B. Beal, .O. Porter Jr.",129,299,121,240,33,80,24,36,22,83,105,75,46,25,12,11,56,47,-32
"281",".D. Howard, .M. Williams, .K. Walker, .J. Lamb, .D. Bacon",127,315,114,225,36,75,51,82,35,107,142,61,36,15,9,10,33,63,46
"282",".D. Howard, .M. Williams, .K. Walker, .M. Kidd-Gilchrist, .J. Lamb",232,511,188,410,33,89,102,152,62,191,253,91,67,25,25,34,85,113,0
"283",".D. Howard, .M. Williams, .N. Batum, .K. Walker, .J. Lamb",74,164,57,129,20,39,30,40,14,54,68,36,30,8,11,9,27,37,-3
"284",".D. Howard, .M. Williams, .N. Batum, .K. Walker, .M. Kidd-Gilchrist",1086,2470,913,1956,206,563,438,605,240,829,1069,503,303,160,127,110,332,482,55
"285",".D. Howard, .M. Williams, .N. Batum, .K. Walker, .T. Graham",82,192,72,143,20,56,28,37,10,59,69,39,28,12,14,6,18,33,1
"286",".D. Howard, .N. Batum, .K. Walker, .J. Lamb, .F. Kaminsky",110,258,93,208,29,77,43,58,22,86,108,52,29,13,13,20,36,49,20
"287",".D. Howard, .N. Batum, .K. Walker, .M. Kidd-Gilchrist, .F. Kaminsky",133,314,113,233,34,79,54,80,15,80,95,76,20,17,6,18,32,56,-17
"288",".D. Howard, .P. Millsap, .K. Bazemore, .D. Schroder, .T. Hardaway Jr.",240,516,192,415,38,122,94,126,52,185,237,123,77,36,22,26,86,113,15
"289",".D. Howard, .T. Ariza, .C. Brewer, .J. Harden, .P. Beverley",201,431,150,332,50,138,81,125,42,126,168,91,65,41,13,23,115,94,-51
"290",".D. Howard, .T. Ariza, .J. Harden, .P. Beverley, .C. Capela",197,421,152,330,36,100,81,119,62,143,205,84,70,38,23,25,73,89,33
"291",".D. Howard, .T. Ariza, .J. Harden, .P. Beverley, .D. Motiejunas",296,682,252,513,76,194,102,134,63,202,265,166,96,66,33,27,110,118,66
"292",".D. Howard, .T. Ariza, .J. Harden, .P. Beverley, .M. Thornton",65,165,54,109,20,49,37,49,11,37,48,31,19,18,5,7,25,34,38
"293",".D. Howard, .T. Ariza, .J. Harden, .P. Beverley, .T. Jones",92,199,65,152,23,56,46,65,21,46,67,31,27,17,10,6,39,50,-46
"294",".D. Howard, .T. Ariza, .J. Harden, .T. Lawson, .M. Thornton",80,172,66,152,14,50,26,37,24,52,76,36,21,18,10,18,27,29,12
"295",".D. Howard, .T. Ariza, .J. Harden, .T. Lawson, .T. Jones",71,160,54,126,12,31,40,53,20,44,64,36,21,14,11,10,27,32,-10
"296",".D. Howard, .T. Ariza, .M. Beasley, .J. Harden, .P. Beverley",70,145,54,114,11,32,26,36,11,39,50,33,24,9,10,5,21,26,-30
"297",".D. Howard, .T. Sefolosha, .P. Millsap, .D. Schroder, .T. Hardaway Jr.",126,304,118,220,31,60,37,50,27,91,118,75,36,31,15,12,28,42,61
"298",".D. Howard, .T. Sefolosha, .P. Millsap, .K. Bazemore, .D. Schroder",425,857,325,711,56,164,151,231,80,314,394,189,142,82,44,59,151,174,-40
"299",".D. Jordan, .A. Rivers, .C. Williams, .J. Wilson, .M. Teodosic",56,133,51,98,21,49,10,17,8,49,57,29,16,7,8,5,22,21,25
"300",".D. Jordan, .B. Griffin, .P. Beverley, .W. Johnson, .A. Rivers",51,127,44,83,18,39,21,27,9,29,38,27,18,13,3,5,23,25,-8
"301",".D. Jordan, .B. Griffin, .W. Johnson, .A. Rivers, .S. Thornwell",65,126,50,114,15,43,11,17,13,48,61,33,19,10,4,6,29,21,-2
"302",".D. Jordan, .E. Mudiay, .M. Hezonja, .D. Dotson, .K. Knox",98,229,78,155,23,53,50,60,15,55,70,48,33,11,10,9,39,44,-54
"303",".D. Jordan, .H. Barnes, .D. Finney-Smith, .D. Smith Jr., .L. Doncic",134,292,103,232,35,93,51,73,27,107,134,51,51,26,12,10,61,71,8
"304",".D. Jordan, .H. Barnes, .D. Smith Jr., .M. Kleber, .L. Doncic",57,132,46,92,16,42,24,32,12,43,55,23,25,12,8,3,23,26,10
"305",".D. Jordan, .N. Vonleh, .D. Smith Jr., .D. Dotson, .K. Knox",69,136,52,126,13,38,19,27,15,46,61,32,23,7,7,9,31,29,-40
"306",".D. Jordan, .T. Harris, .A. Rivers, .S. Thornwell, .M. Teodosic",58,111,40,102,8,32,23,30,9,48,57,26,14,6,2,9,19,22,-17
"307",".D. Jordan, .W. Johnson, .T. Harris, .A. Rivers, .M. Teodosic",66,141,56,131,21,49,8,12,16,51,67,27,18,14,6,6,20,11,1
"308",".D. Jordan, .W. Johnson, .T. Harris, .A. Rivers, .T. Wallace",53,119,47,99,13,34,12,19,8,39,47,27,16,11,6,4,15,24,3
"309",".D. Jordan, .W. Matthews, .D. Finney-Smith, .D. Smith Jr., .L. Doncic",81,212,80,148,26,64,26,37,18,53,71,51,28,13,9,8,37,39,4
"310",".D. Jordan, .W. Matthews, .H. Barnes, .D. Finney-Smith, .D. Smith Jr.",54,131,47,91,17,38,20,27,10,47,57,32,20,7,5,4,15,24,21
"311",".D. Jordan, .W. Matthews, .H. Barnes, .D. Finney-Smith, .L. Doncic",60,144,49,110,17,46,29,44,12,46,58,34,16,10,4,5,13,33,-11
"312",".D. Jordan, .W. Matthews, .H. Barnes, .D. Smith Jr., .L. Doncic",412,860,307,706,90,266,156,201,68,329,397,169,161,56,26,42,153,192,-58
"313",".D. Jordan, .W. Matthews, .H. Barnes, .J. Brunson, .L. Doncic",197,467,161,362,61,143,84,109,41,137,178,91,51,27,14,18,71,89,-17
"314",".D. Jordan, .W. Matthews, .H. Barnes, .M. Kleber, .L. Doncic",105,242,82,175,27,74,51,70,20,84,104,49,32,10,15,16,34,49,17
"315",".D. Lee, .L. Aldridge, .D. Green, .P. Mills, .K. Leonard",50,107,43,96,11,33,10,13,12,39,51,24,9,8,6,1,19,11,10
"316",".D. Lillard, .C. McCollum, .N. Vonleh, .J. Nurkic, .P. Connaughton",89,211,86,166,14,38,25,33,12,65,77,45,21,6,10,9,30,28,-13
"317",".D. Lillard, .M. Harkless, .A. Crabbe, .C. McCollum, .M. Plumlee",107,285,101,189,26,64,57,70,21,65,86,54,29,17,12,12,61,52,29
"318",".D. Lillard, .M. Harkless, .C. McCollum, .M. Plumlee, .N. Vonleh",63,124,53,119,7,29,11,17,18,36,54,26,13,9,10,11,24,20,-33
"319",".D. Lillard, .M. Harkless, .C. McCollum, .N. Vonleh, .J. Nurkic",325,712,281,583,53,132,97,134,81,247,328,143,103,46,41,38,126,125,21
"320",".D. Lillard, .M. Leonard, .M. Harkless, .C. McCollum, .M. Plumlee",56,131,51,109,14,45,15,20,12,41,53,36,12,7,9,6,27,20,8
"321",".D. Lillard, .M. Leonard, .M. Harkless, .C. McCollum, .N. Vonleh",53,149,56,106,22,43,15,19,16,33,49,29,7,4,4,7,25,25,28
"322",".D. Nowitzki, .D. Harris, .J. Barea, .D. Powell, .D. Finney-Smith",142,335,123,261,36,103,53,69,32,100,132,77,40,15,11,6,62,70,-5
"323",".D. Nowitzki, .D. Harris, .J. Barea, .D. Powell, .Y. Ferrell",231,535,198,394,52,141,87,105,24,179,203,139,56,31,8,10,81,134,108
"324",".D. Nowitzki, .D. Harris, .J. Barea, .W. Matthews, .D. Powell",52,118,46,90,14,32,12,16,6,32,38,31,12,8,2,1,21,25,5
"325",".D. Nowitzki, .D. Harris, .R. Felton, .D. Lee, .J. Barea",56,126,49,101,4,21,24,28,12,41,53,27,20,6,6,2,26,30,-22
"326",".D. Nowitzki, .D. Williams, .W. Matthews, .H. Barnes, .S. Curry",123,284,104,221,47,97,29,36,16,78,94,74,29,12,7,5,48,36,7
"327",".D. Nowitzki, .H. Barnes, .D. Powell, .D. Finney-Smith, .D. Smith Jr.",62,124,48,108,14,46,14,17,6,52,58,28,18,9,6,5,24,25,8
"328",".D. Nowitzki, .J. Barea, .D. McDermott, .D. Powell, .Y. Ferrell",95,242,90,180,35,75,27,33,16,69,85,65,24,14,10,3,48,43,41
"329",".D. Nowitzki, .J. Barea, .D. Powell, .Y. Ferrell, .K. Collinsworth",52,105,41,97,8,34,15,15,9,29,38,25,10,12,4,5,19,26,-3
"330",".D. Nowitzki, .J. Barea, .W. Matthews, .H. Barnes, .D. Smith Jr.",64,154,58,126,24,64,14,17,4,50,54,33,20,8,7,5,21,18,1
"331",".D. Nowitzki, .J. Barea, .W. Matthews, .H. Barnes, .Y. Ferrell",53,108,39,91,11,36,19,26,5,32,37,22,14,10,5,4,21,24,-9
"332",".D. Nowitzki, .R. Felton, .D. Williams, .W. Matthews, .C. Parsons",61,173,63,109,24,48,23,28,6,45,51,39,13,9,6,7,21,25,40
"333",".D. Nowitzki, .T. Hardaway Jr., .D. Powell, .J. Brunson, .L. Doncic",64,151,60,114,18,49,13,21,10,41,51,32,20,11,4,1,25,26,0
"334",".D. Nowitzki, .W. Matthews, .H. Barnes, .D. Smith Jr., .M. Kleber",271,531,209,483,60,169,53,65,37,192,229,126,65,25,23,22,81,76,-93
"335",".D. Nowitzki, .W. Matthews, .H. Barnes, .N. Noel, .S. Curry",51,92,36,92,8,20,12,14,14,41,55,21,10,10,4,5,15,21,1
"336",".D. Nowitzki, .W. Matthews, .H. Barnes, .S. Curry, .Y. Ferrell",257,574,219,457,69,152,67,78,21,178,199,136,57,39,10,20,78,92,29
"337",".D. Nowitzki, .W. Matthews, .H. Barnes, .Y. Ferrell, .D. Smith Jr.",130,295,107,236,35,97,46,57,16,85,101,54,34,18,6,13,45,46,-25
"338",".D. Nowitzki, .W. Matthews, .H. Barnes, .Y. Ferrell, .M. Kleber",67,152,60,123,19,45,13,14,7,42,49,36,10,9,4,6,12,22,22
"339",".D. Nowitzki, .Z. Pachulia, .D. Williams, .W. Matthews, .C. Parsons",419,830,305,711,87,240,133,167,75,302,377,204,114,62,29,34,128,175,12
"340",".D. Nowitzki, .Z. Pachulia, .J. Barea, .W. Matthews, .C. Parsons",102,237,87,183,31,61,32,41,20,62,82,49,13,12,4,4,32,43,23
"341",".D. Nowitzki, .Z. Pachulia, .R. Felton, .D. Williams, .W. Matthews",272,612,224,482,63,150,101,117,55,190,245,127,53,44,17,30,87,128,85
"342",".D. Rose, .G. Dieng, .R. Covington, .D. Saric, .T. Jones",96,212,83,183,18,61,28,36,18,61,79,49,17,26,13,8,35,38,18
"343",".D. Rose, .J. Teague, .A. Wiggins, .D. Saric, .K. Towns",84,214,81,164,21,55,31,36,24,59,83,43,22,9,12,5,35,27,-4
"344",".D. Rose, .J. Teague, .T. Gibson, .A. Wiggins, .K. Towns",127,345,133,245,27,65,52,62,30,95,125,82,38,23,16,13,58,51,31
"345",".D. Rose, .T. Gibson, .A. Wiggins, .K. Towns, .J. Okogie",56,144,59,114,9,31,17,22,17,39,56,28,17,13,7,6,21,22,13
"346",".D. Rose, .T. Gibson, .J. Butler, .A. Wiggins, .K. Towns",58,141,52,110,21,42,16,19,13,36,49,29,16,15,11,6,23,23,1
"347",".D. Rose, .T. Gibson, .R. Covington, .A. Wiggins, .K. Towns",80,175,67,148,14,41,27,35,17,54,71,40,20,12,9,8,29,39,-26
"348",".D. Saric, .T. McConnell, .J. Anderson, .R. Holmes, .T. Luwawu-Cabarrot",96,182,69,170,19,73,25,31,20,66,86,52,41,15,6,14,31,23,-43
"349",".D. Schroder, .D. Dedmon, .T. Prince, .J. Collins, .T. Dorsey",65,128,50,117,20,56,8,15,10,35,45,36,21,15,3,5,24,20,-30
"350",".D. Wade, .D. Waiters, .K. Olynyk, .J. Richardson, .B. Adebayo",52,106,41,92,10,31,14,21,10,37,47,27,17,17,2,3,17,23,-5
"351",".D. Wade, .G. Dragic, .J. Johnson, .H. Whiteside, .J. Richardson",57,112,44,109,8,36,16,22,13,48,61,27,14,7,8,6,31,20,-21
"352",".D. Wade, .K. Korver, .C. Frye, .J. Green, .C. Osman",59,146,54,105,20,37,18,21,5,44,49,35,15,9,4,5,23,22,11
"353",".D. Wade, .K. Olynyk, .R. McGruder, .J. Winslow, .B. Adebayo",51,135,44,91,13,29,34,41,12,41,53,22,18,13,7,7,16,28,39
"354",".D. Wade, .K. Olynyk, .T. Johnson, .J. Richardson, .B. Adebayo",78,166,61,143,15,54,29,36,16,57,73,41,21,12,7,10,33,35,6
"355",".D. Wade, .L. Deng, .G. Dragic, .H. Whiteside, .J. Winslow",154,332,130,273,12,48,60,79,37,118,155,57,50,24,40,12,65,68,38
"356",".D. Wade, .L. Deng, .G. Green, .G. Dragic, .H. Whiteside",84,176,70,142,10,28,26,32,21,52,73,37,25,7,10,11,35,32,-14
"357",".D. Wade, .N. Mirotic, .D. McDermott, .J. Grant, .C. Felicio",66,143,52,127,16,37,23,29,16,47,63,30,13,10,2,8,35,30,-2
"358",".D. Wade, .R. Lopez, .J. Butler, .J. Grant, .B. Portis",81,166,67,151,14,30,18,23,16,62,78,43,18,13,5,11,24,20,-16
"359",".D. Wade, .R. Lopez, .T. Gibson, .J. Butler, .J. Grant",133,306,120,248,11,34,55,70,32,104,136,49,24,25,16,19,40,49,52
"360",".D. Wade, .R. Lopez, .T. Gibson, .J. Butler, .M. Carter-Williams",96,180,73,184,11,35,23,31,29,65,94,47,21,18,16,12,32,37,-12
"361",".D. Wade, .R. Rondo, .R. Lopez, .J. Butler, .B. Portis",55,114,43,108,9,28,19,21,15,42,57,29,13,11,4,7,18,18,-9
"362",".D. Wade, .R. Rondo, .R. Lopez, .T. Gibson, .J. Butler",390,840,343,727,31,86,123,144,112,276,388,204,112,63,51,39,121,131,13
"363",".D. Wade, .W. Ellington, .K. Olynyk, .J. Winslow, .J. Richardson",67,113,45,120,11,50,12,20,8,40,48,24,17,15,7,6,30,23,-41
"364",".D. Waiters, .K. Olynyk, .J. Richardson, .D. Jones Jr., .B. Adebayo",80,170,66,148,21,60,17,23,19,59,78,43,17,16,11,8,31,27,18
"365",".D. Waiters, .K. Olynyk, .J. Winslow, .J. Richardson, .B. Adebayo",121,306,116,204,38,70,36,51,17,89,106,77,35,16,6,14,51,58,37
"366",".D. West, .A. Iguodala, .N. Young, .K. Thompson, .D. Green",54,97,40,90,8,33,9,12,9,44,53,32,21,4,9,3,18,20,-13
"367",".D. West, .B. Diaw, .P. Mills, .J. Simmons, .K. Anderson",54,124,51,96,6,19,16,18,7,38,45,27,16,6,6,5,16,20,10
"368",".D. West, .S. Livingston, .A. Iguodala, .K. Durant, .I. Clark",52,111,43,81,6,16,19,23,3,34,37,33,14,3,4,1,15,17,-23
"369",".D. West, .S. Livingston, .A. Iguodala, .K. Durant, .K. Thompson",217,479,195,367,31,80,58,78,34,165,199,129,66,36,29,10,90,91,50
"370",".D. West, .S. Livingston, .A. Iguodala, .K. Thompson, .D. Green",241,475,197,393,27,86,54,72,37,186,223,150,76,44,39,15,98,92,39
"371",".D. West, .S. Livingston, .N. Young, .K. Thompson, .D. Green",72,156,65,121,12,31,14,19,11,46,57,50,21,10,15,3,35,23,8
"372",".D. Williams, .W. Matthews, .H. Barnes, .D. Powell, .D. Finney-Smith",54,122,47,97,14,36,14,17,11,33,44,36,12,11,5,1,21,17,5
"373",".D. Williams, .W. Matthews, .H. Barnes, .S. Curry, .S. Mejri",97,198,77,164,25,61,19,32,16,58,74,46,19,21,7,7,42,42,25
"374",".D. Williams, .W. Matthews, .H. Barnes, .S. Mejri, .D. Finney-Smith",136,238,92,225,25,85,29,40,26,87,113,40,36,26,11,6,55,50,-5
"375",".D. Wright, .N. Powell, .J. Poeltl, .P. Siakam, .F. VanVleet",100,205,81,182,21,59,22,29,31,58,89,39,32,26,16,15,52,31,13
"376",".E. Bledsoe, .A. Len, .T. Warren, .D. Booker, .M. Chriss",205,461,185,386,26,84,65,84,45,140,185,93,65,33,26,27,90,76,-58
"377",".E. Bledsoe, .B. Knight, .A. Len, .D. Booker, .M. Chriss",57,127,49,99,10,30,19,24,9,48,57,28,25,11,8,7,25,29,7
"378",".E. Bledsoe, .J. Henson, .K. Middleton, .G. Antetokounmpo, .M. Brogdon",224,517,189,385,31,94,108,129,51,160,211,101,65,45,22,26,90,95,61
"379",".E. Bledsoe, .J. Henson, .K. Middleton, .T. Snell, .G. Antetokounmpo",606,1375,521,1010,109,259,224,291,76,429,505,306,174,107,82,51,246,252,73
"380",".E. Bledsoe, .J. Henson, .K. Middleton, .T. Snell, .J. Parker",88,190,75,167,16,41,24,32,29,57,86,47,21,15,14,12,40,22,-9
"381",".E. Bledsoe, .K. Middleton, .T. Snell, .G. Antetokounmpo, .T. Maker",99,233,86,174,17,57,44,57,25,61,86,52,28,19,12,9,36,41,8
"382",".E. Bledsoe, .T. Zeller, .K. Middleton, .T. Snell, .G. Antetokounmpo",60,168,64,120,13,33,27,34,11,34,45,37,15,17,5,8,23,33,28
"383",".E. Davis, .C. McCollum, .S. Napier, .P. Connaughton, .Z. Collins",117,265,105,217,25,63,30,38,30,99,129,55,30,15,12,15,46,41,51
"384",".E. Davis, .D. Lillard, .M. Harkless, .C. McCollum, .M. Plumlee",164,405,157,318,49,113,42,54,49,102,151,97,39,22,12,23,68,44,-12
"385",".E. Davis, .D. Lillard, .M. Leonard, .M. Harkless, .A. Crabbe",88,175,63,156,16,59,33,43,25,58,83,37,30,13,2,6,31,32,-21
"386",".E. Davis, .D. Lillard, .S. Napier, .P. Connaughton, .Z. Collins",84,198,75,158,27,55,21,28,21,63,84,35,23,9,10,8,40,34,27
"387",".E. Davis, .M. Harkless, .S. Napier, .P. Connaughton, .Z. Collins",78,169,68,128,15,37,18,26,17,53,70,34,29,7,7,5,35,28,10
"388",".E. Davis, .M. Leonard, .M. Harkless, .A. Crabbe, .C. McCollum",96,201,82,180,23,58,14,23,30,69,99,47,32,14,5,9,47,24,23
"389",".E. Fournier, .D. Dedmon, .V. Oladipo, .E. Payton, .A. Gordon",82,179,74,146,8,27,23,33,18,46,64,47,26,18,7,13,35,28,-12
"390",".E. Gordon, .O. Asik, .J. Holiday, .A. Gee, .A. Davis",60,94,35,97,6,25,18,26,4,55,59,15,18,6,5,5,25,28,-29
"391",".E. Gordon, .O. Asik, .T. Evans, .A. Gee, .A. Davis",131,267,102,230,21,60,42,51,33,86,119,66,37,20,14,15,51,43,-13
"392",".E. Gordon, .R. Anderson, .A. Gee, .I. Smith, .A. Davis",65,151,49,110,8,28,45,56,11,52,63,30,26,16,8,8,27,40,1
"393",".E. Gordon, .R. Anderson, .J. Holiday, .N. Cole, .A. Davis",50,119,40,92,14,36,25,26,13,35,48,23,16,5,3,6,24,24,8
"394",".E. Ilyasova, .B. Lopez, .E. Bledsoe, .K. Middleton, .M. Brogdon",58,136,53,115,20,44,10,11,13,49,62,28,16,6,13,4,18,17,21
"395",".E. Ilyasova, .B. Lopez, .E. Bledsoe, .K. Middleton, .P. Connaughton",58,135,52,108,17,45,14,20,11,45,56,27,18,14,10,6,19,21,5
"396",".E. Ilyasova, .G. Henderson, .N. Noel, .R. Covington, .T. McConnell",67,157,58,122,16,35,25,31,14,45,59,40,25,22,11,6,36,27,2
"397",".E. Ilyasova, .G. Henderson, .R. Covington, .T. McConnell, .J. Okafor",56,112,45,104,8,31,14,16,8,38,46,22,15,9,4,5,20,14,-16
"398",".E. Ilyasova, .K. Bazemore, .D. Schroder, .D. Dedmon, .T. Prince",92,195,70,163,19,44,36,38,16,64,80,42,24,21,7,8,39,46,-9
"399",".E. Ilyasova, .K. Bazemore, .D. Schroder, .T. Prince, .T. Cavanaugh",53,124,49,99,17,36,9,11,11,37,48,31,16,9,5,4,22,20,4
"400",".E. Ilyasova, .M. Morris, .R. Jackson, .A. Baynes, .K. Caldwell-Pope",54,118,45,104,9,25,19,23,14,33,47,20,21,10,4,4,27,17,-11
"401",".E. Ilyasova, .M. Morris, .R. Jackson, .A. Drummond, .K. Caldwell-Pope",915,1927,748,1688,155,440,276,437,279,609,888,360,249,149,60,95,308,393,71
"402",".E. Ilyasova, .M. Morris, .R. Jackson, .A. Drummond, .S. Johnson",102,222,84,179,23,59,31,47,23,63,86,42,30,14,4,10,48,46,-5
"403",".E. Ilyasova, .M. Plumlee, .K. Bazemore, .D. Schroder, .T. Prince",352,732,283,621,73,208,93,121,74,242,316,179,130,54,38,39,120,129,-52
"404",".E. Ilyasova, .N. Noel, .R. Covington, .N. Stauskas, .T. McConnell",70,151,62,135,14,44,13,19,13,50,63,44,22,15,13,4,27,23,-4
"405",".E. Ilyasova, .R. Covington, .N. Stauskas, .J. Embiid, .T. McConnell",115,244,94,207,29,82,27,34,28,82,110,70,40,9,11,12,44,47,37
"406",".E. Ilyasova, .R. Covington, .N. Stauskas, .T. McConnell, .J. Okafor",81,168,61,140,17,49,29,40,14,46,60,37,26,12,10,7,27,33,-22
"407",".E. Ilyasova, .R. Jackson, .A. Drummond, .K. Caldwell-Pope, .S. Johnson",94,191,74,165,15,49,28,45,25,65,90,32,35,7,10,8,44,37,-25
