"","LINEUPS","MIN","PTS","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","+/-"
"977",".Z. LaVine, .B. Portis, .K. Dunn, .D. Nwaba, .L. Markkanen",59,131,48,108,7,25,28,34,13,40,53,25,13,15,4,3,35,26,-13
"978",".Z. LaVine, .B. Portis, .K. Dunn, .L. Markkanen, .C. Hutchison",57,118,44,114,13,38,17,24,20,34,54,25,16,10,6,5,24,22,-24
"979",".Z. LaVine, .C. Felicio, .K. Dunn, .D. Nwaba, .L. Markkanen",68,131,51,117,7,27,22,33,13,49,62,26,23,10,9,9,29,23,-38
"980",".Z. LaVine, .K. Dunn, .L. Markkanen, .W. Carter Jr., .C. Hutchison",84,158,63,149,11,35,21,22,12,59,71,36,33,15,6,13,22,25,-42
"981",".Z. Pachulia, .A. Iguodala, .S. Curry, .K. Thompson, .D. Green",116,308,117,208,34,71,40,53,19,80,99,88,36,24,14,7,47,41,63
"982",".Z. Pachulia, .B. Griffin, .R. Jackson, .R. Bullock, .B. Brown",61,116,39,102,12,41,26,32,10,47,57,25,19,5,4,10,25,28,-29
"983",".Z. Pachulia, .I. Smith, .L. Galloway, .T. Maker, .L. Kennard",100,211,79,167,25,56,28,33,14,56,70,53,23,14,7,9,57,43,-19
"984",".Z. Pachulia, .K. Durant, .S. Curry, .K. Thompson, .D. Green",946,2440,923,1745,292,665,302,356,179,724,903,709,318,189,110,74,320,358,341
"985",".Z. Pachulia, .S. Curry, .K. Thompson, .D. Green, .P. McCaw",175,429,164,337,61,133,40,43,39,129,168,129,59,37,14,22,66,53,45
"986",".Z. Randolph, .B. Bogdanovic, .W. Cauley-Stein, .D. Fox, .J. Jackson",174,376,154,309,31,80,37,56,21,135,156,91,56,25,14,12,54,59,-23
"987",".Z. Randolph, .G. Hill, .G. Temple, .B. Bogdanovic, .W. Cauley-Stein",144,292,114,249,21,67,43,57,33,83,116,62,44,16,13,12,58,64,-39
"988",".Z. Randolph, .G. Hill, .G. Temple, .S. Labissiere, .D. Fox",134,265,109,240,22,49,25,30,27,92,119,51,42,16,15,13,57,46,-29
"989",".Z. Randolph, .G. Hill, .W. Cauley-Stein, .B. Hield, .J. Jackson",59,99,40,100,9,27,10,14,10,38,48,19,20,11,2,7,16,15,-20
"990",".Z. Randolph, .G. Temple, .B. Bogdanovic, .W. Cauley-Stein, .D. Fox",56,135,56,99,12,24,11,21,5,30,35,33,18,12,0,2,18,22,-8
"991",".Z. Randolph, .K. Koufos, .B. Bogdanovic, .D. Fox, .J. Jackson",71,140,59,140,13,39,9,13,15,54,69,31,16,4,1,9,26,19,-14
